,Florida,California,Texas,Pennsylvania,Virginia,New York,the District of Columbia,Arizona,Colorado,Massachusetts,Washington,Illinois,New Jersey,Michigan,Utah,Hawaii,Tennessee,Nevada,Connecticut,Mississippi,Oregon,Minnesota,Georgia,West Virginia,South Carolina,Maine,Maryland,North Carolina,Wyoming,Iowa,New Hampshire,Ohio,Idaho,Alabama,Montana,Nebraska,North Dakota,Indiana,Missouri,Louisiana,Alaska,Vermont,Rhode Island,Arkansas,Delaware,Kansas,Wisconsin,New Mexico,Oklahoma,Kentucky,South Dakota
2011-09-01,131004.55163072357,285091.8414200715,135494.54233871322,156729.9768105345,214821.70699890237,259629.0259376444,364556.8412895406,137418.3894475936,214791.9794421791,300889.0832866696,232462.9989987044,152157.38249062948,284227.2922909662,96003.5348934817,188746.59972512143,414561.5372701489,136930.81104963605,131886.70422159677,242827.914280021,115290.73190268507,203299.31700819416,158663.96746921455,123392.24057636347,99788.29156101821,140857.5077576802,181362.23347511204,244154.8692550622,151496.98808655093,194442.38566581692,118903.585953128,209838.82570169136,111937.55321028765,146229.47649086593,120620.57750995048,178862.76849215676,127566.42749343498,168789.4369522743,112454.98546630521,123244.89441250953,159195.28008681556,246990.56655849423,218856.47030549016,219424.5345192762,119148.94784411085,223969.73353003853,116824.37312345835,154120.38225486336,164814.23832771764,111587.03283994249,108717.95936897973,147178.03175193697
2011-10-01,130648.66841142114,282777.1087197221,135380.27078198275,156366.50920243908,214183.84813845638,258965.58277517022,363861.9215932439,137235.00655103076,214639.1101896301,299231.09718613926,230674.51992670124,150660.8761191767,282658.8057264694,95950.81678573957,188014.6205725021,413459.267074085,136587.03513702596,131115.8217367575,240855.39662736058,115029.56941228562,202350.29175989944,157911.41531218388,122943.30969966589,99813.76928245451,140358.05444853893,180886.75197372944,242914.7080414195,150917.2270042815,194426.2145639474,118881.20598809171,209340.81047060122,111608.7605163704,146070.92582899777,120253.17066933193,179008.86449787664,127615.84620257637,169002.63741874413,112490.24474655285,122732.5840297232,159088.30111915866,246913.94284477705,218671.05916934143,217982.00234722174,119193.50259867047,222404.08591874441,116411.30971885602,153609.79086489728,164426.0947215545,111492.54591102975,108499.25449346605,147210.26411432747
2011-11-01,130466.75344160001,281634.1551303048,135166.67944743807,156002.79858806464,213638.87057886345,258243.38212009438,363478.67886002787,137069.8032453754,214611.64859409214,297528.5687609654,229048.03625283358,149437.4552542057,280996.2040317802,95792.5797473555,187240.9171357157,412053.8698015012,136261.50659028717,130590.70439448497,239205.3730179978,114825.17573369415,201270.43683359274,157086.77526111176,122565.40075227818,99847.58740891838,139890.80031111676,180381.49122491063,242055.44459081764,150340.32457441418,194511.19837494477,118915.63584082374,208691.84977835137,111261.31128624007,145968.7771579105,119787.23889058187,179107.64689810877,127643.75271252583,169181.3108801541,112420.3533704058,122288.02572762327,158941.6200922279,246845.89866904737,218861.30512710716,216193.6202463579,119209.27413013486,221057.8783484823,116044.4206129696,153165.3981304319,164018.52132050638,111309.98901560763,108391.03999555703,147301.1770005855
2011-12-01,130383.83286036288,280889.2471762849,134917.19318954274,155648.50610281798,213372.74253380136,257632.67345735288,362646.1858247149,137574.45449080213,214661.0925590504,296242.0366519499,227712.64411775515,147929.8906527699,279270.6514417992,95592.95302222349,187076.97786400127,411929.7961291499,135961.1848049711,130079.35682151117,237678.8281523689,114691.4369145595,200105.06177948345,156237.08526852747,121943.54660106252,99870.64118112226,139656.45420366983,179837.1796234171,241364.2432769397,149784.72149971072,194680.97157002098,118981.84252010314,208009.8812135989,110953.36178006804,145928.71372651434,119397.1822808973,179184.42476533036,127593.2478583766,169313.61756976318,112273.65183808666,121793.30478581147,158656.17786908554,246976.74387477586,219083.85307062382,214514.139660552,119176.95497981866,219668.78046328668,115759.45452269248,152602.18901255698,163622.2983832569,111075.54220580992,108326.12100563695,147458.24211355686
2012-01-01,130412.62828201325,280505.259302111,134802.949196381,155340.56439657116,213302.64142754642,257095.32938625375,362724.20294511993,138096.02182804263,214934.07451328667,295195.7125305109,226780.96433082395,146940.59127504568,277884.11295678513,95440.00714976764,187058.3278906242,412174.99126668874,135816.87882194028,129858.97233911311,236443.28146577164,114604.93429598522,199289.5861889786,155564.33873046786,121415.88394430726,99856.9431089137,139626.68525627884,179228.54311481476,240573.30641345514,149353.94795952598,195283.72632368878,119000.47900793153,207210.5937952739,110593.39473633084,145834.72209410332,119251.91673995084,179299.23122185157,127308.12985038885,169498.69230910638,112026.16779129958,121431.08426032246,158405.69961698758,247619.11643908217,219224.20310967424,213365.4658619976,119154.85168615008,218591.79682943472,115624.63017548936,152201.5997016282,163308.4320548063,110940.27248810732,108308.41574931325,147620.7262595483
2012-02-01,130535.17334426532,279947.2067944858,134959.92218902594,155272.53672718327,213511.4981757711,256882.00399994032,362983.52098747337,138948.93790699306,215324.83119144008,294404.79773038503,225896.18591958878,145983.00137422056,277337.0915807953,95523.5507702029,187222.71569595116,412900.90110315074,135871.94849232494,129734.27546911062,235615.6074551815,114550.58565468206,198989.47248320316,155351.0259524641,121011.25094449888,99998.74025460491,139932.20730770365,178741.32958838603,240143.8124123095,149169.43023196716,196022.64841176177,119088.28181152645,206764.40012600506,110361.93384413807,146186.76637355887,119315.85775148496,179459.74554413292,127015.97233827088,169886.44377541073,111989.87787108443,121260.75226652186,158449.92789642842,248305.70848499067,219593.4093514696,212641.69284888174,119307.99034998413,217568.4352715139,115603.30987696217,151925.59357060655,163187.9396218811,110899.08362659563,108396.59907808901,147848.94060059296
2012-03-01,130731.19761951819,279319.99971382605,135239.72461036133,155600.41070050892,214150.77040305015,257076.49467283138,363271.1751683045,139740.75503805262,215788.37290387033,293847.3350195307,224969.34427216777,145436.84201872934,277895.4199002594,95801.67607716091,187746.7446420615,412816.64923704695,136217.18146691142,129408.13297526707,235476.76025263988,114405.38491833676,199176.8142593035,155712.4228860928,121132.51519427395,100174.04787820375,140347.64704054667,178427.85968277906,240172.08829942413,149250.0233507431,197008.3910156878,119469.56660129137,206699.41881671702,110361.29569587915,146911.35257999875,119651.03582036629,180018.10652911486,126981.1731903787,170632.3418028478,112173.81622035762,121318.73594436127,158610.07521846073,249096.1509027809,220397.9419797999,212290.44340563565,119550.376175703,216675.56531952173,115822.5238284414,151872.76845153337,163265.9866898633,110915.19837984815,108714.4888956414,148406.55095395865
2012-04-01,131096.54628693926,278891.70121444523,135521.1869287519,156084.90261055742,215134.51116179963,257482.37809137165,363261.8235255179,141233.47422061497,216148.46978612614,293745.32364277093,223898.57492258714,144970.14559547827,278733.03713853046,96351.06118934393,188744.9776200736,411817.17886120925,136693.27606398263,128961.12325927823,235577.1463009344,114339.03797463747,199525.61722911135,156367.75024041467,121467.05422923587,100180.69803775057,140814.4455202945,178608.10995378252,240932.15105278674,149562.75740523668,197990.49972455925,120096.2835774992,207083.40017589505,110564.35477464907,148038.5075027248,120163.7110511978,180726.2652103512,127219.29409209923,171466.3712324523,112516.29686144528,121621.70894950622,158664.90611525116,249937.63634549096,221558.5781716468,212057.76745471582,119850.05342181853,215393.73277991815,116175.38786453356,152051.5050730311,163410.35282358673,110960.41284480067,109235.1457027314,149220.9075123965
2012-05-01,131569.53504719783,279086.58985692664,135835.3590899023,156547.38650738428,216214.57671747325,257988.66594138835,363935.9454392497,143369.3850638034,216713.5541397356,294229.1907482657,223001.87032386241,144643.92047450258,279438.629570655,97083.0572080295,190118.2323403873,411186.6390998687,137093.87899937475,128966.8120268632,235458.42790103625,114636.45463928398,199853.98771132636,157184.70820604954,121962.15782130403,100498.09870595085,141251.00910625377,178958.62814202017,241694.22899104995,149930.84702747053,199181.04617375034,120900.63112077664,207559.07377957864,110829.44384679307,149263.0210642724,121085.33953737847,181635.53104006336,127554.5118397937,172611.89154795706,112797.14993444477,122143.07204406323,159041.4089490274,251053.63196582245,222501.2417896702,212092.2910163556,120254.41679706774,214329.59412207236,116696.64756829683,152439.24947650835,163609.10152703954,111151.73139666049,109836.26084764629,
2012-06-01,132210.44692890008,280189.6015747742,136278.0535990707,156734.07821328935,217264.3395713683,258359.75186517552,365678.0767225887,145931.34777422447,217703.48673497557,295182.1989980408,222597.74045455924,144666.6799035784,279465.49370761897,97919.06100334616,191592.40316338232,411128.49712514994,137452.0587771159,130069.34430215957,235079.08943105515,115107.49175835722,200339.38097989338,158234.92762618046,122569.89201095323,100882.32146877499,141596.72467773277,179453.36158137777,242494.35739421472,150221.3627464375,200410.9922435164,121440.861536644,208149.84454561144,110989.24778273301,150586.42052644398,122402.62287733128,182646.50071169354,127952.22947641579,174176.3862586038,113062.86318268471,122715.79371468844,159817.29222085825,252506.28941461074,223169.33461231936,212202.50360265828,120796.18023078208,213831.87104146942,117376.87128163014,152885.3092725254,163807.9332889081,111428.21198213182,110296.3513008844,152123.48122763739
2012-07-01,132853.31738338555,281789.1681428742,136779.78294865423,156811.70072894896,218184.55360848573,258704.23920676173,368328.11760584405,148723.90233090185,219166.8949523995,296341.25258864,222541.2707797319,144915.7629108026,279352.8452645,98748.13346005976,193009.52362859237,412596.7655810874,137839.44030620367,131704.73142445323,234591.86566979392,115620.29009242472,200947.43148055,159579.22261621515,123228.76153964434,101648.35911035037,141829.02316220893,179763.14824515753,242996.45880844284,150472.68566767985,201565.84852104835,121974.90269555671,208695.53187120726,111142.73556986428,151914.09181709468,123790.04046883294,183542.64749511858,128397.18458725237,175970.8329962443,113349.40125807766,123274.14686467347,160581.90430604285,253816.77977723442,223658.33450135557,212381.61655455886,121432.18315684456,213977.7807213116,118099.9591019319,153230.3764848844,164035.30859562987,111816.8578646825,110613.68876072615,153843.45999232217
2012-08-01,133424.96444227803,284318.41533948673,137154.41654859175,156685.5427288064,219009.20343022278,258715.99345371465,371610.6113957202,151493.77828772165,220969.08802549084,297334.3558817924,222761.04695389615,145050.25806402936,278729.1475663135,99358.24899139426,194319.3917220557,414836.44545594143,138045.44966267442,133552.5504301091,234015.67763500105,115436.34237225562,201720.7282898256,161031.43234371048,123638.54895889852,102086.5768384757,141896.83950132865,179568.41862686374,243392.96436527665,150505.81284594172,202388.9677358363,122412.94073337257,208826.13987942168,111132.41843408423,153218.771978674,124822.16309209623,184228.29823981784,128926.11885954307,177969.3792401269,113595.0958296691,123604.77204976638,160834.0885323554,254994.2367874542,224207.03409707895,212302.95425362376,121837.08190757206,213918.11670239337,118609.78027826811,153395.16415074244,164069.16167867524,112040.29514028819,110566.396610254,155351.7908540139
2012-09-01,134033.09323483254,287734.1234222763,137475.6168439346,156560.95274832333,219802.47605113522,258743.76818187276,375994.45421144617,154428.38590752622,223040.92422039722,298088.14641795255,223400.02085766153,145107.48358395635,278438.94429722475,100074.62847406953,195722.89949235937,417665.36648689123,138274.27263303628,135418.95402145694,233337.77548881705,115249.7199479071,202618.35613071042,162561.2206341278,124017.94190063498,102635.58328241082,142029.82936991958,179437.02514995655,244068.46108847833,150553.2173008072,203285.44455211144,122829.52300596061,208893.79792076666,111192.85873032978,154656.8410235532,125779.70677065612,184773.36148392633,129481.68307850299,180035.98861767526,113851.06854152631,123948.18482795109,160864.2701625713,256669.73007645106,224770.18585418793,212074.23573002723,122216.8011727518,213621.7244030539,118869.16341447867,153579.76324473068,164142.2013584173,112226.7902920987,110415.4155000841,156511.29781963947
2012-10-01,134787.06888710943,292093.0946123796,137795.73806031045,156378.14766457168,220662.25603721745,258577.77549196352,380885.5972503477,157096.5663341438,225084.60266589248,298773.3651505769,224402.58731030262,144924.75181784743,278231.4778636201,100825.79311227851,197157.93314352832,420334.2215730357,138354.47790203066,137358.82507881767,232689.7181773398,114833.4553828312,203914.70548927132,164137.06692742897,124299.75945682423,103023.8462427542,142219.41422747597,179176.61651037517,244825.14705193686,150539.81938909573,204071.62546021558,122865.82956695456,208892.19349766232,111250.7844309755,156092.57964149397,126630.60285880015,185498.51224537982,130046.07186695149,182375.13276941012,114124.90020527282,124032.51661403979,160897.41706027556,257842.25369145084,225139.03234678158,212020.6739826831,122407.13591525283,213133.1508879148,118960.25528269744,153811.27138951453,164243.0037109787,112340.43626579652,110235.16055227995,157144.71382861782
2012-11-01,135854.76875905893,296866.1419798556,138165.2013956573,156243.72940494012,221491.19674348683,258562.16825053608,385855.6813087564,159511.62384702958,226995.14936365292,299732.3020502332,225878.62475362292,144603.85254449828,278507.1912685847,101552.63085128642,198892.8629684987,423176.21258799295,138478.6686244101,139593.6228224146,232444.02132536858,114875.84023726186,205408.7792074671,165556.96766808527,124759.42106322171,103260.66204626166,142365.56866681317,179272.8935735493,245959.02549154172,150541.6471472776,204934.50382470453,122776.7361440177,209036.3075001205,111353.5170973889,157453.2872291855,127540.35273768204,186588.46103923116,130408.37868786871,184615.9140797649,114258.97692995472,124001.46387648526,160904.6740416574,259073.4396550187,225225.62363075872,212439.1284626909,122618.87525283772,213235.35745990832,119057.34712918736,153928.73091027464,164666.27537864598,112683.96569127981,110143.91137186915,157407.70524402175
2012-12-01,137277.75792127303,301946.27946875774,138536.0283335474,156154.68787162335,222093.29179377513,258535.73805725414,390488.90792658593,161470.22498422622,228682.83981808563,301228.49827816285,227529.68249368854,144282.38953052714,278834.18407602754,102201.86013496976,200692.80943322522,425209.8107930738,138367.42954448654,141661.06410024824,232513.30799308477,115251.41087930281,206966.64265572373,166848.9925650071,125205.65745055785,103460.55877419519,142454.57955236445,179225.33939087763,246926.31628611917,150477.49677863458,205480.82454427212,123071.23392173149,209161.47120065146,111417.07555450841,158673.86565550757,128160.98018376244,187825.49365327842,130613.10797975767,186885.2474869533,114315.57273177533,123935.271661674,160925.20173139963,259395.91232911113,225267.5954495521,212649.17604626366,122837.53633672204,213544.50013163636,119193.36382774344,153998.2394945716,165204.817644026,113151.51920419832,110220.83839876346,157691.9411748219
2013-01-01,138905.20782959423,306758.44923544605,139053.72072945387,156148.7143595992,222840.99555799775,258949.77021171933,394414.4632924425,163279.13363787564,230402.85195816503,303128.2940805621,229537.90991344838,144315.1433245844,279404.8329034245,102848.22124741967,202686.3015119963,427104.92329521873,138233.90241161492,143994.33264209548,233057.15248644003,115719.48697310238,208649.6587779113,168047.60778452162,125757.33484703588,103546.85711881523,142558.5920603529,179098.7780435842,248213.3106134937,150423.08936237372,206218.15846559708,123750.5959568955,209357.61159951196,111545.09526841585,159842.35300681935,128456.34230968631,188820.20412177977,130726.1644213227,189287.67075165114,114261.40020039414,123916.40662001733,161198.83409954142,259322.6530081307,225680.43743964095,212704.48613834448,123120.70186254992,213925.41113987294,119369.62007184229,154160.2008752463,165444.94095519773,113658.70106153419,110239.28732458012,158231.3020324256
2013-02-01,140566.63842259484,311017.00686103565,139711.59546394213,156170.26770423222,223758.79961971648,259638.36880305232,397938.87322916446,164988.01760293302,232015.11842694282,305224.35679777444,231537.57363827017,144854.35978866485,279961.00148818525,103597.99682362059,204446.61256535805,428658.00447466184,138336.01060474964,146368.73698308502,233781.73644419853,115713.72298652842,210466.53541499525,169234.11023967306,126477.90193932317,103211.29660472205,142835.21710422248,179125.37409553432,249525.29035760148,150535.08930456685,206924.8457425968,124338.21139856613,209963.22397280272,111759.62932991453,161116.26963296777,128620.56098270304,189407.8277953961,131022.23850739759,191203.85342274106,114288.29745835277,123997.94511630175,161159.23319314932,258801.30847827788,226523.42753685414,212907.28885160855,123456.24272569327,213991.67865528844,119457.29002068414,154568.56990175296,165276.78400903402,113817.42854851217,110247.07533553825,158931.6265754439
2013-03-01,142262.0843355331,314675.1345685063,140491.25789578017,156407.3673588199,224712.9499615482,260449.2872538675,400066.7892976177,166929.2320114562,233285.9806885924,306602.54327473155,233366.03230555184,145661.34928810116,280395.9000921353,104579.7832339763,206174.57543226998,430674.9394924293,138807.35594039387,149154.12253883263,234341.6786416393,115231.54002825699,212265.51927024368,170421.02361113203,127569.57139008313,102870.56262959506,143266.26349375365,179117.11396904368,250839.06369566076,150775.67536325837,207615.64692626023,124802.61062596242,210384.96351715687,112174.06593528739,162507.62850240147,128863.9261330485,189709.09615810215,131422.97540756644,192752.4268641922,114298.93651067904,124114.36363934375,161362.88066523534,258127.50442691403,227552.9731502307,213785.0133407771,123812.14903779388,214390.4112088232,119416.76175997818,155087.3801971965,165105.1000578863,113909.37760925705,110155.60650670789,159722.22297835667
2013-04-01,144008.32424057412,318981.39710453834,141231.44146617386,156850.93330078523,225488.94616065046,261214.98265999838,402166.4137244606,169280.71288800935,234412.4568615608,307860.58140165446,235050.4903460214,146770.53835439697,280897.7301535713,105752.81931908503,208023.60109001448,432265.3566531979,139538.73958993735,152443.29570536784,234779.96383874505,114786.44670465571,213991.85990395784,171499.12495924407,128940.82851063619,102394.85501806987,143782.99720151376,179757.72418904727,252149.00899857943,151137.09563522754,208185.32995347935,125278.36814451724,211048.32146573343,112756.1273466953,164057.58577189737,129341.69522811046,190363.62258836674,131902.6363035786,193625.65466097105,114422.86614968946,124408.75199609277,161848.28988036374,258221.63566252321,228459.31102515585,215066.8827684101,124114.51773421174,215028.7594088734,119401.97152142956,155647.56735869794,165172.41214130016,114025.42973555795,110147.10957621709,160447.83562825384
2013-05-01,145977.92209186242,324863.81350000045,142076.2387807185,157507.35631751365,226327.9868565038,262082.01971740508,405116.7388022333,172044.82260211802,235704.36956382616,309273.7280079447,236974.5645891462,147721.06677757547,281761.6782514027,107162.78755426436,210239.62652521217,434633.7743782977,140380.1583761176,156544.12472763643,235220.42173644868,114435.57630170637,215952.08737875186,172735.2332510813,130648.39888077501,102130.59453745004,144367.5765090389,180585.17073878413,253795.0407464014,151669.12307944836,208646.88127836795,125946.45658590093,211738.18940437373,113513.81104957704,165850.9292821032,130020.27231725566,191338.82370782574,132308.7323526458,194925.75856310004,114727.92918634864,124824.99972283204,162832.06753654603,258866.91198101023,229259.97786134345,216469.24254600843,124331.4501658491,215485.47670972816,119534.8993114565,156262.25394051065,165595.0548972406,114224.84578207608,110392.21402500766,161223.28462044089
2013-06-01,147907.96913080537,331982.05462183844,143084.30504610762,158061.1353638984,227449.31642460646,263286.58157692733,409647.85737895133,174946.32098347522,237436.90741764428,311392.73222251254,239075.5672501171,148886.9488362375,282788.1233698965,108673.4488879429,212605.34854520182,437496.6470309461,141062.40742932897,161404.91174547657,235827.88385932063,114456.35567276242,218202.684997646,174108.86335670552,132389.01531785075,101936.15444748633,144980.46079866946,181830.56490757669,255552.922585353,152330.57133680282,209054.91126134797,126510.9917923619,212796.02141022516,114188.7012706357,167671.11873301782,130610.79344293423,192445.57376107384,132751.01682494834,196365.2939262807,115187.31276398043,125404.99325197272,164035.94030162273,260206.22720775488,230006.0576938243,217853.75469156847,124487.10563793789,216236.66942727892,119887.05697208385,156919.11608407783,166006.582161815,114469.3204903606,110889.22567609274,161888.3658359761
2013-07-01,149761.95936582875,339112.5903362169,144051.74641827526,158224.3867127969,228524.55602858032,264486.8591622707,414630.354135257,177733.95385095433,239442.5037786384,313621.85915716155,241066.13080860817,149838.09614395493,283945.8360823945,110130.94823988945,214835.9590694925,441167.4477618854,141524.68057207987,166247.31261613418,236477.38289153614,114409.81800080223,220429.05208656457,175641.27971599507,134081.88301375054,101626.4492697454,145506.53063027377,182744.29319810227,257015.18741929697,153007.8294933037,209041.77686082767,126953.38290473881,213637.40329384714,114719.37427284481,169364.12537144937,131008.78903243355,193291.61065864284,133216.10797814897,197813.24902732778,115718.05266850407,126041.67976945914,164836.62252603495,261582.60363769112,230502.99946969617,219033.61342384873,124510.86917270526,216866.51657527432,120200.49820218724,157481.6026070183,166075.18824461417,114640.14086809782,111385.6604053633,162425.17560303307
2013-08-01,151532.04843150603,345932.77892988926,144989.64554804645,158281.343159753,229551.66222247606,265564.7619243639,419493.57766735926,180378.2480846184,241524.42195035922,315621.01785726106,242826.4153501504,151088.91516689048,285303.5644667348,111747.90148683036,216879.49797909815,445215.3515758126,141899.87961822128,170574.10280817482,237024.77918978184,114777.79562718899,222609.64910991897,177360.20591637635,135667.16434550183,101730.02043016833,146047.7827446831,183463.77979785515,258003.2781185827,153653.1808391752,209013.53117694324,127598.51340324014,214501.3347690026,115201.95868862873,170857.77893167487,131371.14152110546,194149.24856472434,133854.77869469687,199390.24431921812,116291.26510110356,126887.39263578528,165774.9611878362,262885.02963552286,230981.89788144652,220067.48488839783,124623.47515470798,218034.32274605977,120598.05298971866,158156.1468116915,166112.27658139716,115047.06941708195,111945.07168721734,163040.99933624186
2013-09-01,153252.27887844126,352616.4906649382,145721.68840712184,158209.83435198816,230389.77257327203,266344.1058857436,425146.49708205665,182790.6219479031,243529.49367673392,317426.91113616736,244549.4662559244,152226.84148548517,286892.9771730621,113179.92701971195,218705.86391883437,450151.7439516618,142237.2192484401,174455.67263595643,237473.26445044938,114863.4244150081,224668.0833150847,179014.31165145664,137028.6105675127,102068.83388559143,146519.74231556384,184007.57591379783,258922.4027008509,154172.84745790143,209182.20029083744,128032.2397856391,215418.58248409978,115593.98955786186,172244.99717847974,131672.83247830367,195063.94999908915,134393.88983111767,200918.09546472537,116753.91401950235,127621.23672968122,166534.7032005644,264386.08040823013,231562.8824897616,220991.35139394194,124794.23799201545,218992.73346290857,120900.53629522829,158766.299612124,166006.9168626882,115309.64374439263,112245.60565058817,163601.01395047116
2013-10-01,155068.47787082716,359217.6861151511,146556.37960583178,158431.46493431038,231252.5109719461,267171.3575869264,431354.8472994309,184943.81193411673,245442.44622099772,319294.5342231438,246342.0338164457,153680.03521047797,288470.90215873107,114548.5066628313,220417.62826183203,455404.0893531144,142723.35239561164,178009.696410022,237930.3127283066,115245.99500632257,226754.57296336847,180661.24251853707,138423.08472985448,102811.75504609226,147112.8604681456,184393.87289172958,260016.90501522948,154701.15776903363,209665.2086664044,128508.37762620884,216487.89532497493,115976.51384014652,173630.00502757405,132165.57217971416,196079.7126716309,134956.92881636432,202761.6242572531,117145.0861030279,128330.92600855244,167185.73652205375,265283.8544359201,232146.77348269007,221909.42803881722,125118.0178412397,220582.37333419206,121331.76628334717,159385.72735173153,166020.2813161963,115848.62455386399,112566.0970105743,164421.6090474404
2013-11-01,156672.61569355184,364754.8019085871,147320.94971331107,158590.56478513917,231824.8123357284,267856.85039968125,436724.8895214616,186568.18345311572,247099.0524764297,321131.5099833073,248014.22051308514,154936.69177320917,289364.7928470172,115396.3280691355,221756.5846799521,459515.1317857444,143064.13378764348,181124.0061906611,238362.34597875993,115399.66774491151,228545.04707515807,181916.87552357884,139537.31577067284,103112.39435718626,147470.59080666016,184610.51724865954,261271.52670501018,154967.69614979663,209911.7361326473,128800.3779620247,217159.10586971557,116054.75024314295,174594.84034584565,132474.06433711198,196909.43467879144,135213.0482308988,204112.61804859838,117233.87521372207,128580.6826446787,167410.45364076665,265685.14467155846,231972.84474483912,222758.65685609236,125197.296446574,222289.23994132082,121631.15082059137,159510.89817542429,165844.8746617806,116351.25430602825,112618.67185066117,164915.07683662916
2013-12-01,158309.27429814544,369215.0424730413,148178.68349857666,158806.7801575291,232259.388469948,268319.8423610778,440554.55666455766,187739.29612021145,248620.35732313225,323042.2978695567,249745.74775274188,156123.26913564772,290048.6730482399,116120.10153662367,222704.46106191212,462541.3350337722,143540.17275711612,183286.5612829621,238821.0711553005,115646.61758930313,230319.1386041627,183086.11573439985,140755.83064622455,102960.53996700328,147841.79108970574,184607.71169348134,262643.30925237364,155205.5979731578,209952.00958234162,129073.97037367383,217650.49804378094,116130.6943246964,175329.07752301113,132872.89382206197,197784.33596131206,135530.3282307215,205157.5881156485,117289.07473244944,128614.87635100652,167094.46963232337,265135.45980105276,231489.11596892079,223288.4542014477,125069.76622480265,223636.62844317287,121837.8542896476,159711.60271990814,165768.82035798448,116870.6655625236,112753.9655424216,165158.25009560655
2014-01-01,159867.09594037736,372443.27061442105,149186.0501915538,158949.50054083488,232612.95907156495,268717.66842079186,442998.6542693249,188934.12772875736,249894.7180638012,324860.11087733397,251473.6995184867,156986.83524407347,290991.32793550397,116846.82299231796,223469.55566777955,464887.2077222203,143963.28434028683,184754.89944721095,239189.77097726855,115883.12806366886,231974.1871649923,184110.71583744267,141860.29148198027,102443.31254529026,148184.68528179146,184606.80645453694,263980.96121893986,155446.26371803993,209900.33884791494,129328.28619282389,218091.64701237754,116099.20785410411,175847.0844100476,133219.51035081697,198695.54412835647,135685.88884429308,205779.9035865911,117346.37130764984,128528.67006560597,166678.61864198456,264310.50838300615,231118.6257795077,223699.3076013817,125066.40582211268,224591.40281220232,121853.6675389209,159965.3803156955,166091.98107502484,117151.05983485507,112846.50270412005,165258.64125823506
2014-02-01,161545.93104185347,375112.21904691245,150323.16007052103,159049.47580957142,232892.69189279678,269262.67953124235,445924.29880385316,190207.8223665913,251196.42765619222,326485.61509537644,253156.58120109246,157920.48113788894,292679.35093676765,117823.12764402776,224099.26451825447,467506.0975114156,144575.80127962862,186229.88126797104,239445.30924171177,116303.91168006703,233587.25238824254,185251.08030637805,143095.3947502994,102026.43784590844,148788.54429916208,184674.56674643003,265332.8573461989,155943.40274238354,209945.65646870833,129345.79259906721,218632.7958921046,116210.27816878608,176529.8046565832,133734.44999037444,199556.6504620225,135903.3448364914,206259.57307179875,117570.509147009,128526.72530974894,166419.5196079352,263488.78588174906,231328.73925385345,224083.88050603223,125353.79772118619,224973.485481997,121712.25233473885,160586.2319531309,166676.7412743092,117294.86264293785,113018.93866453508,165176.91420247062
2014-03-01,163120.3833377776,377539.47633560974,151470.3057569648,159149.0267989665,233377.90316539878,270263.42178105697,448504.2875295439,191493.5359525388,252435.02768185086,327928.1948037014,254689.06386259352,158732.96963047274,294883.7277824556,118708.37636766305,224944.13083182272,470389.7397167152,145095.39100665355,187785.13850903927,239829.19021718635,116625.01230381646,235174.6778104344,186409.3069248401,144241.8043707032,101304.62472329613,149338.0197243934,184820.35483320607,266659.32767457044,156477.627277887,210043.59833402422,129595.33660294209,219229.85861958328,116357.59577994458,177330.00331009048,134128.2162870451,200396.4382474242,136115.65297270546,206584.17651225263,117813.66924433662,128623.19282241084,166269.31854470776,262977.35555065173,231744.70945992475,224847.32482260652,125605.92089480173,225413.95303740047,121656.43467328623,161297.373789486,167243.6200447856,117309.77085121775,113075.71894835644,165238.62639062825
2014-04-01,164522.46609517417,380499.6581986461,152467.47015250017,159398.2527553648,233949.47347834532,271428.27705794625,451747.92187683034,192457.20510337022,253856.79610553163,329443.25672853336,256044.5896367965,159562.86085020055,297042.30373555626,119712.11474729504,225672.52657139293,473403.20200215327,145745.16358757607,189660.89242349402,240355.63239433794,116941.37235687311,236735.23931437268,187465.0351514118,145416.4091632802,100714.56287756206,149908.21415727597,185085.01767085298,268100.7515464158,157035.18546025179,210235.81949722426,130106.04216964629,219794.777219517,116758.79557849624,178177.7906025979,134524.81248220967,201150.91246106173,136518.89723225433,206968.97287436892,118249.57772902989,128878.65986417141,166338.5763940075,263371.4691702455,232030.31051664683,226096.78415646523,125809.08026483963,225299.84879111414,121724.51605724881,162090.17444945572,167622.10050463583,117438.95027875579,113336.39709288452,165309.04721693683
2014-05-01,165905.39447262484,383658.479801475,153477.57386589888,159853.63006194643,234836.34793758707,272813.0671925664,454606.89858012414,193240.0165257461,255388.8387810901,331179.24806497135,257510.85181060873,160419.5267534718,299089.55820757925,120706.81430950428,226588.50291329366,476709.62586319755,146499.3552437916,191548.3855408375,241113.20722867176,117404.2035406073,238497.01585701352,188427.45649006762,146620.1801624041,100096.79222112912,150477.44649141736,185771.8933226806,269349.1360088997,157620.215310099,210866.4853548879,130831.10081800581,220680.26334817355,117457.53537393933,179214.81896004674,134887.1577336369,202164.30473596774,137080.01676256335,207584.47574513426,118856.88288107184,129436.76335763757,166572.15239145077,264260.6329115327,232806.5513228517,227438.36722255067,126112.53871067484,225686.64296937137,122134.82266021975,162894.38869765637,168186.32635918594,117762.37187431718,113821.2471396849,165651.52816522468
